date,headphone_audio_avg,headphone_audio_min,headphone_audio_max,count
2024-06-02,76.51627934782609,35.571,90.9277,92
2024-06-03,66.16665,53.4606,72.4205,6
2024-06-04,61.758916666666664,44.9023,72.7894,6
2024-06-09,56.264178571428566,47.0374,76.0115,14
2024-06-10,65.915925,47.6846,76.0205,4
2024-06-11,64.51989999999999,49.5553,89.5676,19
2024-06-12,74.06921136363636,47.1144,91.8825,88
2024-06-13,76.5813091954023,45.4674,91.3502,87
2024-06-14,74.9342253968254,46.8758,95.1065,63
2024-06-15,78.41883723404256,43.3848,95.386,94
2024-06-16,64.45148203592815,36.3585,86.5404,167
2024-06-17,65.20695850340135,28.7477,89.6341,147
2024-06-18,73.56863488372093,22.78,89.5355,129
2024-06-19,65.1702394736842,37.2529,87.5935,190
2024-06-20,71.45254615384616,42.9496,86.1885,104
2024-06-21,72.772884375,40.8664,84.8667,64
2024-06-22,67.61123835616438,23.2083,81.3195,73
2024-06-23,67.79572792792793,31.22,82.5077,111
2024-06-24,71.3011,38.0825,85.4727,44
2024-06-25,81.8006,23.1713,92.0438,65
2024-06-26,69.89777638888889,13.7374,86.9128,72
2024-06-27,72.19027083333333,40.3369,82.756,48
2024-06-28,66.52955294117648,42.1891,87.3442,51
2024-06-29,68.31350789473684,27.2099,82.0572,76
2024-06-30,66.25520101010102,34.6079,82.3297,99
2024-07-01,74.050968,50.7194,88.9586,25
2024-07-02,77.9470074074074,47.6719,84.1319,27
2024-07-03,71.989514,26.869,89.8877,50
2024-07-04,75.21823636363636,40.8664,83.7893,66
2024-07-05,75.7588,47.8458,86.9346,20
2024-07-06,71.96079523809524,43.8578,88.8617,126
2024-07-07,71.73794509803922,50.292,86.1821,51
2024-07-08,78.88701724137931,24.6155,90.2169,58
2024-07-09,77.6883125,30.7908,90.2618,24
2024-07-10,78.78877352941176,59.0862,86.8143,34
2024-07-11,69.19474705882352,50.6128,82.2651,17
2024-07-12,65.54614556962025,36.2919,86.4656,79
2024-07-13,68.71981090909091,39.608,89.6982,110
2024-07-14,65.67238974358975,34.3777,82.8852,39
2024-07-15,77.37060588235293,59.1759,90.8199,17
2024-07-16,61.70907008547008,18.1349,83.0344,117
2024-07-17,65.53748306451612,32.1396,83.4807,124
2024-07-18,63.299699999999994,15.5043,84.0647,39
2024-07-19,68.35210555555555,59.4418,78.8139,18
2024-07-20,72.21865384615384,49.6868,84.206,13
2024-07-21,68.32655327102803,45.6631,87.4097,107
2024-07-22,67.94554918749999,0.012661,88.6187,48
2024-07-23,76.41565666666666,33.9769,87.3457,30
2024-07-24,75.63382372881355,46.9692,92.8251,59
2024-07-25,68.980875,38.1348,86.1805,32
2024-07-26,65.17987307692307,36.5919,81.4216,26
2024-07-27,64.1190589041096,28.4856,87.1209,73
2024-07-28,68.61269714285714,27.2278,85.1343,140
2024-07-29,70.8995051948052,44.4586,86.6565,77
2024-07-30,64.30031176470588,23.5285,82.7986,17
2024-07-31,71.44500909090908,47.3783,85.7463,22
2024-08-01,72.42030307692308,50.2055,84.1091,65
2024-08-02,74.5249925925926,59.1326,85.4547,27
2024-08-03,66.10548032786885,27.582,80.9722,61
2024-08-04,74.77945833333332,65.8338,81.5159,24
2024-08-05,65.13384518518518,7.23452,86.3289,27
2024-08-06,68.47511785714286,33.5141,80.2336,28
2024-08-07,64.51133593750001,25.393,86.7601,64
2024-08-08,68.96941111111111,38.839,80.6752,27
2024-08-09,73.15104545454545,43.7087,82.8329,44
2024-08-10,65.16279426851851,0.128581,87.2246,108
2024-08-11,69.37332285714285,50.1869,84.7862,35
2024-08-12,68.88807906976744,24.1096,80.4378,43
2024-08-13,68.76932432432433,38.347,83.2867,37
2024-08-14,65.02907435897436,36.6971,77.4469,78
2024-08-15,63.11176635514018,19.3542,80.5714,107
2024-08-16,68.37902903225806,43.2395,87.8965,62
2024-08-17,55.57229885057471,12.9478,82.9503,87
2024-08-18,70.53260343839999,0.0186298,84.5141,125
2024-08-19,63.30307417582417,23.8831,81.6331,182
2024-08-20,66.93878018867925,22.0169,85.9823,106
2024-08-21,69.210808,13.3293,82.7723,25
2024-08-22,75.64966666666668,17.0827,94.0776,24
2024-08-23,73.57148571428571,45.2741,88.7774,28
2024-08-24,65.51496121212121,9.81982,87.4294,33
2024-08-25,74.63906,43.5862,93.4654,15
2024-08-26,78.67155568181818,34.9372,92.3746,88
2024-08-27,71.166585,24.0059,85.1938,20
2024-08-28,70.67089677419354,32.1033,83.0727,31
2024-08-29,75.74321818181818,60.6746,84.1613,22
2024-08-30,66.43172758620689,9.2076,84.7698,29
2024-08-31,79.00748120300753,47.4004,90.4227,133
2024-09-01,65.86435263157895,21.242,89.0744,57
2024-09-02,72.07795084745763,48.0408,90.2757,59
2024-09-03,70.55418888888889,29.7989,82.8942,9
2024-09-04,65.10724193548387,22.4262,89.0391,62
2024-09-05,66.54274193548386,23.6058,84.1343,31
2024-09-06,78.98013030303031,48.0438,94.1096,33
2024-09-07,75.14581111111112,39.4431,89.7913,18
2024-09-08,75.10253703703704,47.7968,85.8733,27
2024-09-09,73.98125,42.306,86.8428,20
2024-09-10,78.3269625,57.5441,85.8889,16
2024-09-11,71.95863518518519,50.2055,87.534,54
2024-09-12,71.52016333333333,24.5246,85.9937,60
2024-09-13,69.00655609756097,30.5578,87.258,41
2024-09-14,73.31760789918033,0.0478637,98.6637,122
2024-09-15,69.3002875,49.2752,84.7781,8
2024-09-16,58.232290721649484,31.2681,76.5642,97
2024-09-17,80.65625185185185,59.1701,92.945,54
2024-09-18,73.623084375,31.8401,84.7081,32
2024-09-19,69.58733000000001,38.347,92.2224,50
2024-09-20,72.9564205882353,35.1503,89.931,34
2024-09-21,70.82091463414633,36.5466,97.6466,41
2024-09-22,65.59757499999999,53.2158,81.6233,12
2024-09-23,68.880968,45.9958,87.1201,25
2024-09-24,64.232372,18.6405,85.0933,25
2024-09-25,68.708275,30.7908,86.9109,20
2024-09-26,66.01856285714285,40.3845,81.0448,35
2024-09-27,72.9043425,50.1869,89.7001,80
2024-09-28,76.3390875,71.6083,80.2738,16
2024-09-29,81.89840279329609,50.2249,90.1021,179
2024-09-30,79.8843844,6.17863,88.46,75
2024-10-02,85.8058393258427,68.948,90.1483,89
2024-10-03,72.67318242074928,24.7415,92.3765,347
2024-10-04,80.90476231884058,66.9682,89.7701,69
2024-10-05,73.76157307692307,34.8475,85.7386,26
2024-10-06,68.88798308219178,5.80763,90.6571,146
2024-10-07,50.038349999999994,36.0019,64.0748,2
2024-10-08,80.20436153846154,60.3125,92.0692,26
2024-10-09,68.96219354838709,34.4541,89.0677,31
2024-10-10,76.52393389830507,51.4613,92.0595,59
2024-10-11,75.69597083333333,49.8346,94.2272,24
2024-10-12,66.28380786516854,28.3288,87.1217,89
2024-10-13,72.99491842105263,51.3044,82.068,38
2024-10-14,69.06227111111112,11.9929,86.5223,45
2024-10-15,76.59330625,63.2347,86.4929,16
2024-10-16,67.16327808988764,28.4603,91.4733,178
2024-10-17,70.97978133333332,37.5866,88.8598,75
2024-10-18,69.4952294117647,16.2531,88.1854,153
2024-10-19,72.20021904761904,45.1036,90.1964,42
2024-10-20,67.55653434343434,13.0938,90.8456,99
2024-10-21,71.49669,39.7911,92.1576,20
2024-10-22,73.40891875,39.9798,86.2019,16
2024-10-23,66.3493032967033,34.6969,91.2868,91
2024-10-24,72.76289452054795,38.8844,87.4467,73
2024-10-25,77.3843,44.9278,98.8878,46
2024-10-26,73.89982777777777,32.4678,93.9923,72
2024-10-27,68.44235,42.2303,86.9477,6
2024-10-28,86.96031304347825,52.2586,98.9291,92
2024-10-29,72.68665135135136,40.8147,92.4355,37
2024-10-30,77.43346111111111,47.133,92.4775,36
2024-10-31,73.70937727272727,43.5774,84.178,44
2024-11-01,82.88465211267605,55.2953,94.7847,71
2024-11-02,77.81119912087912,8.64954,94.726,182
2024-11-03,79.19296756756756,54.7741,92.5121,37
2024-11-04,73.874025,45.0861,86.3177,12
2024-11-05,70.83092678571428,26.1443,89.1649,56
2024-11-06,74.26835961538461,44.7544,88.038,52
2024-11-07,65.7854423076923,14.9115,83.9605,52
2024-11-08,67.63422758620689,46.9263,81.2121,29
2024-11-09,70.23634864864866,42.4496,87.9772,37
2024-11-10,78.78560325203252,35.4958,88.6302,123
2024-11-11,73.60712941176472,51.8283,88.2036,17
2024-11-12,77.105321875,38.047,90.1041,32
2024-11-13,72.370814,40.4364,89.8931,100
2024-11-14,71.24816296296297,32.6842,89.6993,27
2024-11-15,73.74580789473684,45.5731,86.3907,38
2024-11-16,65.54056551724138,38.218,82.7686,29
2024-11-17,65.61381666666666,45.2114,74.5621,48
2024-11-18,66.2539925925926,48.8241,86.1473,54
2024-11-19,64.18370638297873,10.5466,86.1894,47
2024-11-20,65.3315090909091,35.1517,85.4504,33
2024-11-21,64.623345,1.09436,87.8041,28
2024-11-22,68.54230322580645,27.0953,85.5632,31
2024-11-23,67.231108,55.0512,84.1786,25
2024-11-24,62.68176666666667,26.0922,79.8754,54
2024-11-25,72.23391,49.6185,84.7675,30
2024-11-26,65.65721515151515,50.9052,88.4429,33
2024-11-27,67.46556111111111,42.0026,87.224,90
2024-11-28,68.75916890756302,6.6869,84.3052,119
2024-11-29,68.35183863636364,15.4353,84.8135,352
2024-11-30,81.11206133333333,45.2052,90.417,75
2024-12-01,62.90403145952381,0.0352652,78.2796,168
2024-12-02,71.01428166666666,35.6453,85.4913,60
2024-12-03,72.72834999999999,42.714,86.1727,38
2024-12-04,65.5305,35.5095,88.4999,47
2024-12-05,74.73660952380953,49.9185,88.1129,42
2024-12-06,69.2941035135135,6.31943,86.2402,37
2024-12-07,62.786920967741935,24.9812,85.6154,62
2024-12-08,67.45019078947368,23.3916,89.7254,76
2024-12-09,67.98969393939394,12.3712,82.7112,33
2024-12-10,70.67346078431373,35.327,85.7876,51
2024-12-11,76.7362888888889,35.8793,90.4662,27
2024-12-12,65.63633684210527,42.0026,85.0318,95
2024-12-13,73.91271081081081,43.8045,84.9632,37
2024-12-14,75.70370676470588,9.02754,92.8915,272
2024-12-15,67.59209803921568,12.3903,86.367,51
2024-12-16,75.5896357142857,46.196,87.389,14
2024-12-17,75.40839705882352,54.0945,82.9348,34
2024-12-18,74.60163888888889,31.8786,82.408,18
2024-12-19,74.16455357142857,37.3714,86.7578,28
2024-12-20,74.36075833333334,43.9061,91.637,84
2024-12-21,68.95159782608697,14.3741,75.3012,92
2024-12-22,71.19925853658538,51.7206,83.7002,41
2024-12-23,63.92361707317073,25.1423,88.112,41
2024-12-24,71.30675,33.1366,93.2729,42
2024-12-25,70.46916923076923,46.467,82.9338,52
2024-12-26,69.81228571428571,52.8231,86.1614,21
2024-12-27,70.89093125,47.6028,79.4194,16
2024-12-28,83.49054671052632,60.4647,91.5147,152
2024-12-30,78.38929047619047,26.7598,88.0847,21
2024-12-31,64.38806315789473,39.7027,86.4032,76
2025-01-01,69.02345882352941,21.1295,87.2228,34
2025-01-02,72.49230434782609,40.6215,87.4964,69
2025-01-03,55.48654347826086,14.9083,93.849,46
2025-01-04,71.09531380952382,1.46078,87.279,42
2025-01-05,80.19980208333334,52.468,94.2713,48
2025-01-06,65.35171012658228,20.8402,83.918,79
2025-01-07,69.744165,36.4057,79.1908,20
2025-01-08,67.0579634920635,28.6677,87.1807,63
2025-01-09,74.020424375,8.92518,86.7008,32
2025-01-10,64.0025027027027,29.7304,87.7945,74
2025-01-11,66.12519166666667,18.3254,87.8165,84
2025-01-12,68.18967500000001,22.8845,86.3584,84
2025-01-13,62.39530744090909,0.0778274,86.5501,44
2025-01-14,75.00577,53.5402,88.1673,30
2025-01-15,71.18567586206896,30.6668,85.7261,29
2025-01-16,71.00281764705882,36.2521,87.3836,34
2025-01-17,64.45846588235294,17.3801,85.5398,85
2025-01-18,64.10477999999999,31.6047,84.9835,30
2025-01-19,58.429296666666666,34.7584,84.9631,30
2025-01-20,66.12321632653061,28.0914,91.6038,49
2025-01-21,72.46705789473684,60.3265,83.2661,19
2025-01-22,75.25600416666667,53.1972,90.7403,48
2025-01-23,64.98343230769231,38.1385,84.4895,65
2025-01-24,70.37830808080808,37.3504,86.4399,99
2025-01-25,69.68133428571429,50.1708,93.6695,35
2025-01-26,70.77192567567567,40.2778,90.9692,74
2025-01-27,59.90871,42.4412,74.0024,10
2025-01-28,59.32947692307692,53.1972,71.3742,13
2025-01-29,71.43700952380952,50.1872,89.4875,21
2025-01-30,54.099278723404254,36.0118,71.0343,47
2025-01-31,64.71309666666667,42.3894,78.6019,30
2025-02-01,69.31305714285715,55.1477,82.3027,7
2025-02-02,63.334833333333336,58.3291,69.8098,6
2025-02-03,81.90721555555555,53.8217,90.7103,90
2025-02-04,74.24088913043478,42.6843,87.6227,46
2025-02-05,65.78179217525773,0.031761,85.9813,97
2025-02-06,61.05279339655173,0.173327,81.8945,58
2025-02-07,69.2826370967742,6.76585,89.9114,31
2025-02-08,77.14332315789474,43.7434,85.4743,95
2025-02-09,65.58974444444443,47.8152,81.2753,9
2025-02-10,62.361664647058824,0.277714,85.8995,102
2025-02-11,65.15145344827586,36.7345,85.7743,58
2025-02-12,67.7451564516129,34.0049,86.8973,62
2025-02-13,64.90356442857143,4.96531,84.9094,70
2025-02-14,60.21190476190476,17.2559,87.7019,63
2025-02-15,71.55614594594594,25.549,88.9055,74
2025-02-16,74.19203888888889,37.3504,88.9297,54
2025-02-17,64.48724208695653,0.202568,84.5377,23
2025-02-18,73.72155666666666,20.9255,83.1113,30
2025-02-19,69.30730508474576,29.251,86.8376,59
2025-02-20,68.76428032786886,42.6381,86.8827,61
2025-02-21,74.29702714945653,0.0801955,92.0418,184
2025-02-22,70.0814,40.7671,81.9031,55
2025-02-23,69.05913854166667,4.7412,85.4165,96
2025-02-24,70.7354888888889,46.0267,83.7451,18
2025-02-25,78.55028,58.6506,85.5645,25
2025-02-26,74.66982692307693,52.943,88.3695,26
2025-02-28,84.78835000000001,83.7004,85.2523,4
2025-03-01,81.09152916666666,69.9265,86.8513,24
2025-03-02,81.0944375,47.0733,87.5425,32
2025-03-03,73.85988571428571,47.4385,86.2726,14
2025-03-04,75.53425652173914,51.2804,83.9982,23
2025-03-05,84.90908055555556,64.2408,90.8616,36
2025-03-06,64.97927419354839,12.2808,85.0272,31
2025-03-07,71.78362535211267,44.1644,88.8696,71
2025-03-09,83.07793333333332,81.823,84.1758,3
2025-03-10,63.662988235294115,47.7075,84.0212,17
2025-03-11,60.59714565348837,0.0447662,82.904,86
2025-03-12,69.3250870212766,2.79169,83.2568,47
2025-03-13,67.0100945945946,31.748,83.0719,37
2025-03-14,66.67253333333333,22.9894,88.2091,48
2025-03-15,69.32974,20.6904,81.9304,15
2025-03-16,72.98897692307693,39.5899,87.0339,13
2025-03-17,72.69201153846154,42.5862,84.5313,26
2025-03-18,71.17059333333333,47.0955,85.8288,30
2025-03-19,67.22956530612245,36.042,82.2197,49
2025-03-20,72.44353448275862,35.3612,88.0663,29
2025-03-21,67.80918900729166,0.0534447,83.3081,96
2025-03-22,70.20726304347826,36.1964,85.4389,46
2025-03-23,73.07696746987952,47.7968,82.3571,83
2025-03-24,65.22088461538462,9.7786,96.6645,78
2025-03-25,72.37798333333333,36.2919,84.4263,24
2025-03-26,67.03800370370371,53.0271,84.6049,27
2025-03-27,65.40683103448276,13.3293,83.3802,58
2025-03-29,71.31952727272727,39.8699,86.6161,55
2025-03-30,81.73247692307693,51.305,94.1303,39
2025-03-31,77.73234166666667,63.9138,87.0252,24
2025-04-02,56.3049512,8.66768,82.3235,50
2025-04-03,71.01953061224489,20.1198,88.496,49
2025-04-05,67.67744,60.7597,80.1501,5
2025-04-06,68.4972552631579,45.2179,88.2502,38
2025-04-07,65.09742352941176,40.2891,85.8982,34
2025-04-08,63.567150000000005,31.9736,84.827,34
2025-04-09,68.750225,45.0523,86.1939,20
2025-04-10,61.872474137931036,36.6772,83.7467,58
2025-04-11,69.0346703125,41.6192,88.5928,128
2025-04-13,70.863908,1.1356,88.443,50
2025-04-14,61.16088431372549,11.2239,81.825,51
2025-04-15,70.55077692307692,45.7478,84.6718,26
2025-04-16,65.99729827586206,18.2277,88.0828,58
2025-04-17,69.51675454545455,50.1914,80.6114,11
2025-04-18,83.606,83.606,83.606,1
2025-04-19,63.61515975609757,14.2305,88.9879,82
2025-04-20,75.16348636363637,47.5861,83.1357,22
2025-04-21,63.19812,42.0564,82.3617,35
2025-04-22,66.54345151515152,34.978,83.1084,66
2025-04-23,63.006673863636365,18.05,84.8284,88
2025-04-24,71.00776268656716,44.4167,86.7114,67
2025-04-25,74.21764396551724,39.691,85.9239,116
2025-04-26,66.86330000000001,64.3319,69.3947,2
2025-04-28,74.7787476190476,32.1804,87.1365,42
2025-04-29,72.387096,61.1244,82.6131,25
2025-04-30,66.28099999999999,50.3079,82.2541,2
2025-05-01,76.05756744186046,39.9198,85.1927,43
2025-05-02,70.04964324324324,14.5121,86.7875,74
2025-05-03,66.334975,17.6288,81.37,28
2025-05-04,72.04906842105262,62.864,78.8118,19
2025-05-05,71.1682644736842,11.2239,85.4422,76
2025-05-06,64.7216329113924,23.5849,85.4237,79
2025-05-07,70.19781411764706,29.8566,82.393,85
2025-05-08,67.508890625,56.9421,81.6896,32
2025-05-09,66.36620093457944,39.2836,86.3157,107
2025-05-10,65.3409806451613,46.7829,84.0218,31
2025-05-11,71.072495,54.7487,87.3919,20
2025-05-12,72.5359225,24.3054,84.1159,40
2025-05-13,64.19135312499999,39.3327,87.2408,96
2025-05-14,71.57996753246753,56.1496,88.9156,77
2025-05-15,71.33457714285714,25.3634,88.0074,70
2025-05-16,75.39950645161291,36.2428,87.6632,31
2025-05-17,73.4250705882353,44.6316,85.0789,34
2025-05-18,67.38071428571429,44.0624,90.2118,42
2025-05-19,75.40181904761906,50.1961,87.7677,21
2025-05-20,74.9098347826087,53.2493,84.3257,23
2025-05-21,74.57487878787879,58.1684,83.9714,33
2025-05-22,72.92813103448275,50.8342,86.9713,29
2025-05-23,70.02221891891891,34.1199,86.8782,74
2025-05-24,62.037217142857145,35.869,88.3001,70
2025-05-25,62.53464,50.8342,69.1609,5
2025-05-26,64.35486538461538,37.7286,86.5926,26
2025-05-27,78.74493,71.7494,88.2238,20
2025-05-28,85.29081764705882,62.2317,92.6177,68
2025-05-29,78.17542631578948,66.2935,88.069,19
2025-05-30,76.1088,55.5136,86.9552,7
2025-05-31,63.245042857142856,50.5655,83.0667,7
2025-06-01,69.11632727272728,47.7968,85.8772,22
2025-06-02,83.41679108695652,50.2918,96.072,460
2025-06-03,75.67719090909091,57.7841,85.7182,11
2025-06-04,72.1405,50.2121,84.734,19
2025-06-05,67.42263809523809,31.9571,80.7705,21
2025-06-06,72.393275,51.5804,82.9855,24
2025-06-07,71.57682391304347,56.5356,81.9726,46
2025-06-08,72.61804067796609,50.1869,87.8824,59
2025-06-09,74.39535000000001,54.6944,84.1166,16
2025-06-10,72.97014,27.7113,83.7831,30
2025-06-11,69.55716666666666,20.7444,83.8007,42
2025-06-12,69.77086,36.1392,85.1905,10
2025-06-13,69.11309508196722,22.2022,90.622,61
2025-06-15,66.19733571428571,37.0355,83.1523,14
2025-06-16,67.95753333333333,27.8398,83.4081,30
2025-06-17,67.93039999999999,39.5992,87.0191,47
2025-06-18,64.47727647058822,16.3911,93.3462,34
2025-06-19,77.15076470588235,57.5806,86.6416,17
2025-06-20,74.99716510101011,2.56329,90.2335,198
2025-06-21,70.06824285714286,53.1972,84.4951,14
2025-06-22,73.272405,35.0871,82.1436,20
2025-06-23,68.77398545454545,24.6727,87.6374,55
2025-06-24,69.48517692307692,48.3475,79.4472,39
2025-06-25,64.31681917058825,0.0147518,83.1477,34
2025-06-26,69.39832105263157,50.1914,80.5262,19
2025-06-27,73.87277391304349,58.7428,81.0703,23
