date,double_support_pct_avg,double_support_pct_min,double_support_pct_max,count
2024-05-16,0.28788095238095235,0.246,0.316,42
2024-05-17,0.2872619047619048,0.248,0.325,42
2024-05-18,0.3001875,0.266,0.328,112
2024-05-19,0.28795454545454546,0.27,0.328,22
2024-05-20,0.31375,0.306,0.322,4
2024-05-21,0.28825531914893615,0.256,0.348,47
2024-05-22,0.29446153846153844,0.249,0.321,52
2024-05-23,0.2849027777777777,0.257,0.329,72
2024-05-24,0.2920542635658914,0.245,0.324,129
2024-05-25,0.2945737704918033,0.267,0.324,61
2024-05-26,0.299483870967742,0.276,0.346,62
2024-05-27,0.29417948717948716,0.262,0.335,78
2024-05-28,0.29457971014492756,0.248,0.34,69
2024-05-29,0.28987619047619045,0.251,0.314,105
2024-05-30,0.286825,0.25,0.317,40
2024-05-31,0.29703488372093023,0.261,0.331,86
2024-06-01,0.2924727272727273,0.259,0.33,55
2024-06-02,0.2995639097744361,0.229,0.327,133
2024-06-03,0.2989,0.25,0.334,110
2024-06-04,0.299469696969697,0.259,0.333,66
2024-06-05,0.2985565217391304,0.244,0.328,115
2024-06-06,0.29906451612903223,0.254,0.331,124
2024-06-07,0.30467857142857147,0.27,0.333,28
2024-06-08,0.30276470588235294,0.251,0.338,85
2024-06-09,0.2974782608695652,0.254,0.317,69
2024-06-10,0.2971206896551724,0.254,0.324,58
2024-06-11,0.28992307692307695,0.266,0.322,39
2024-06-12,0.2877111111111111,0.257,0.313,45
2024-06-13,0.29034722222222226,0.244,0.344,72
2024-06-14,0.29077419354838707,0.269,0.307,31
2024-06-15,0.30041025641025637,0.265,0.332,78
2024-06-16,0.2933076923076923,0.271,0.333,26
2024-06-17,0.2982682926829268,0.246,0.351,41
2024-06-18,0.29967567567567566,0.26,0.322,37
2024-06-19,0.2935128205128205,0.264,0.321,39
2024-06-20,0.29415555555555556,0.25,0.328,45
2024-06-21,0.2956279069767442,0.253,0.323,43
2024-06-22,0.30169999999999997,0.279,0.316,10
2024-06-23,0.30435,0.272,0.325,40
2024-06-24,0.298390243902439,0.243,0.328,41
2024-06-25,0.295734693877551,0.259,0.318,49
2024-06-26,0.2936153846153846,0.261,0.325,39
2024-06-27,0.2945254237288135,0.26,0.321,59
2024-06-28,0.2979230769230769,0.27,0.326,39
2024-06-29,0.29445098039215684,0.254,0.321,51
2024-06-30,0.29303448275862065,0.262,0.316,29
2024-07-01,0.2933,0.256,0.34,40
2024-07-02,0.29073333333333334,0.251,0.31,45
2024-07-03,0.2973921568627451,0.27,0.336,51
2024-07-04,0.29202083333333334,0.239,0.319,48
2024-07-05,0.2965666666666667,0.27,0.331,60
2024-07-06,0.29188888888888886,0.268,0.321,36
2024-07-07,0.296,0.263,0.323,21
2024-07-08,0.2924081632653061,0.246,0.316,49
2024-07-09,0.29154385964912277,0.244,0.328,57
2024-07-10,0.29164814814814816,0.246,0.326,54
2024-07-11,0.2865945945945946,0.256,0.317,37
2024-07-12,0.2921034482758621,0.265,0.344,29
2024-07-13,0.2965806451612903,0.264,0.321,31
2024-07-14,0.2943478260869565,0.275,0.316,23
2024-07-15,0.2865625,0.256,0.307,32
2024-07-16,0.29764864864864865,0.261,0.321,37
2024-07-17,0.2979285714285714,0.283,0.318,14
2024-07-18,0.29509677419354835,0.248,0.324,31
2024-07-19,0.29425,0.259,0.313,20
2024-07-20,0.29547457627118645,0.264,0.34,59
2024-07-21,0.2909,0.254,0.319,50
2024-07-22,0.2840701754385965,0.243,0.323,57
2024-07-23,0.28741304347826085,0.25,0.317,46
2024-07-24,0.2894390243902439,0.26,0.314,41
2024-07-25,0.29026315789473683,0.265,0.317,38
2024-07-26,0.2949056603773585,0.253,0.324,53
2024-07-27,0.2924230769230769,0.258,0.322,26
2024-07-28,0.29406818181818184,0.261,0.325,44
2024-07-29,0.29494871794871796,0.258,0.327,39
2024-07-30,0.2923,0.261,0.315,30
2024-07-31,0.29138709677419355,0.264,0.326,31
2024-08-01,0.2857692307692308,0.242,0.311,39
2024-08-02,0.2918461538461538,0.249,0.315,39
2024-08-03,0.2868529411764706,0.252,0.312,34
2024-08-04,0.29014285714285715,0.256,0.321,49
2024-08-05,0.29231914893617017,0.249,0.326,47
2024-08-06,0.2923380281690141,0.26,0.324,71
2024-08-07,0.28975,0.242,0.321,44
2024-08-08,0.29544827586206895,0.25,0.316,58
2024-08-09,0.2915531914893617,0.262,0.323,47
2024-08-10,0.3034144144144144,0.248,0.328,111
2024-08-11,0.2990116279069767,0.242,0.33,86
2024-08-12,0.29558823529411765,0.248,0.319,51
2024-08-13,0.29596923076923076,0.252,0.323,65
2024-08-14,0.29751724137931035,0.254,0.332,58
2024-08-15,0.2985869565217391,0.268,0.326,46
2024-08-16,0.29057777777777777,0.252,0.327,45
2024-08-17,0.29534146341463413,0.259,0.33,41
2024-08-18,0.28983673469387755,0.235,0.316,49
2024-08-19,0.29576923076923073,0.256,0.317,52
2024-08-20,0.27886046511627904,0.256,0.302,43
2024-08-21,0.28763793103448276,0.264,0.311,58
2024-08-22,0.28588888888888886,0.256,0.328,36
2024-08-23,0.28835483870967743,0.264,0.315,31
2024-08-24,0.29196666666666665,0.268,0.322,30
2024-08-25,0.28728125,0.252,0.315,32
2024-08-26,0.2915128205128205,0.269,0.336,39
2024-08-27,0.28552,0.258,0.322,25
2024-08-28,0.2861764705882353,0.251,0.311,34
2024-08-29,0.2870408163265306,0.258,0.322,49
2024-08-30,0.2935238095238095,0.274,0.316,42
2024-08-31,0.29402564102564105,0.263,0.321,39
2024-09-01,0.28659999999999997,0.256,0.324,15
2024-09-02,0.2778095238095238,0.225,0.322,63
2024-09-03,0.2884838709677419,0.272,0.308,31
2024-09-04,0.2819107142857143,0.23,0.317,56
2024-09-05,0.2876590909090909,0.253,0.315,44
2024-09-06,0.2871186440677966,0.235,0.317,59
2024-09-07,0.30157999999999996,0.278,0.331,50
2024-09-08,0.29592857142857143,0.258,0.308,14
2024-09-09,0.2879555555555556,0.265,0.314,45
2024-09-10,0.2882272727272727,0.251,0.328,66
2024-09-11,0.2952444444444444,0.268,0.316,45
2024-09-12,0.29038888888888886,0.25,0.321,54
2024-09-13,0.29365,0.238,0.317,40
2024-09-14,0.29607692307692307,0.256,0.326,39
2024-09-15,0.279,0.279,0.279,1
2024-09-16,0.2850879120879121,0.24,0.324,91
2024-09-17,0.29628571428571426,0.229,0.323,28
2024-09-18,0.28563636363636363,0.229,0.324,55
2024-09-19,0.28994,0.25,0.319,50
2024-09-20,0.2878684210526316,0.24,0.323,38
2024-09-21,0.29519047619047617,0.266,0.32,21
2024-09-22,0.2889285714285714,0.255,0.321,28
2024-09-23,0.29617543859649126,0.25,0.335,57
2024-09-24,0.28872,0.265,0.316,50
2024-09-25,0.28356666666666663,0.255,0.332,30
2024-09-26,0.289925,0.239,0.317,40
2024-09-27,0.29040983606557375,0.243,0.319,61
2024-09-28,0.296,0.274,0.315,38
2024-09-29,0.29818666666666666,0.257,0.346,75
2024-09-30,0.2959137931034483,0.27,0.33,58
2024-10-01,0.2955945945945946,0.246,0.327,37
2024-10-02,0.3064,0.298,0.317,5
2024-10-03,0.2943452380952381,0.261,0.337,84
2024-10-04,0.3000980392156863,0.257,0.333,51
2024-10-05,0.302375,0.248,0.334,56
2024-10-06,0.2880645161290322,0.254,0.324,31
2024-10-08,0.28690625,0.26,0.309,32
2024-10-09,0.2828,0.236,0.311,35
2024-10-10,0.2887872340425532,0.261,0.316,47
2024-10-11,0.2884,0.245,0.325,40
2024-10-12,0.2828666666666667,0.24,0.306,30
2024-10-13,0.2863181818181818,0.248,0.308,22
2024-10-14,0.29454761904761906,0.27,0.314,42
2024-10-15,0.2926341463414634,0.265,0.316,41
2024-10-16,0.28949253731343283,0.163,0.325,67
2024-10-17,0.28641666666666665,0.244,0.339,60
2024-10-18,0.2919473684210526,0.256,0.329,38
2024-10-19,0.28604,0.258,0.316,25
2024-10-20,0.30264,0.264,0.33,25
2024-10-21,0.2856086956521739,0.263,0.308,23
2024-10-22,0.28864864864864864,0.257,0.33,37
2024-10-23,0.28926086956521735,0.259,0.332,23
2024-10-24,0.2875128205128205,0.253,0.322,39
2024-10-25,0.2868709677419355,0.248,0.312,62
2024-10-26,0.29073809523809524,0.238,0.318,42
2024-10-27,0.28988888888888886,0.269,0.305,18
2024-10-28,0.28535,0.244,0.317,40
2024-10-29,0.29359259259259257,0.265,0.325,27
2024-10-30,0.2896,0.26,0.311,25
2024-10-31,0.2917894736842105,0.265,0.326,38
2024-11-01,0.29417647058823526,0.254,0.321,34
2024-11-02,0.2983333333333333,0.263,0.319,30
2024-11-03,0.28757142857142853,0.259,0.318,21
2024-11-04,0.2879565217391304,0.247,0.304,46
2024-11-05,0.29317391304347823,0.254,0.316,92
2024-11-06,0.2882,0.256,0.306,35
2024-11-07,0.289,0.252,0.323,24
2024-11-08,0.29300000000000004,0.26,0.318,26
2024-11-09,0.2935217391304348,0.261,0.319,23
2024-11-10,0.30243859649122806,0.267,0.327,57
2024-11-11,0.29278048780487803,0.257,0.33,41
2024-11-12,0.2852894736842105,0.243,0.322,38
2024-11-13,0.28755102040816327,0.238,0.323,49
2024-11-14,0.2843695652173913,0.227,0.315,46
2024-11-15,0.288325,0.257,0.336,40
2024-11-16,0.29747368421052633,0.263,0.321,38
2024-11-17,0.2925,0.243,0.313,36
2024-11-18,0.28191489361702127,0.24,0.327,47
2024-11-19,0.28405128205128205,0.246,0.319,39
2024-11-20,0.2850701754385965,0.255,0.332,57
2024-11-21,0.27896666666666664,0.228,0.307,30
2024-11-22,0.2837017543859649,0.233,0.322,57
2024-11-23,0.29464444444444443,0.251,0.329,45
2024-11-24,0.2941168831168831,0.246,0.328,77
2024-11-25,0.291703125,0.254,0.329,64
2024-11-26,0.29151428571428567,0.25,0.326,70
2024-11-27,0.28114285714285714,0.24,0.306,35
2024-11-28,0.2828771929824561,0.238,0.325,57
2024-11-29,0.27858823529411764,0.238,0.331,68
2024-11-30,0.3019064748201439,0.251,0.333,139
2024-12-01,0.29215151515151516,0.252,0.34,66
2024-12-02,0.2879333333333333,0.235,0.317,60
2024-12-03,0.2796,0.242,0.309,50
2024-12-04,0.2828421052631579,0.239,0.34,57
2024-12-05,0.2926122448979592,0.244,0.323,49
2024-12-06,0.27795454545454545,0.245,0.32,22
2024-12-07,0.28506666666666663,0.241,0.32,30
2024-12-08,0.2879259259259259,0.259,0.313,27
2024-12-09,0.2760588235294118,0.228,0.327,51
2024-12-10,0.28635,0.243,0.312,40
2024-12-11,0.29416363636363635,0.227,0.348,55
2024-12-12,0.2948723404255319,0.256,0.327,47
2024-12-13,0.28917021276595745,0.23,0.339,47
2024-12-14,0.30003614457831324,0.262,0.332,83
2024-12-15,0.29229166666666667,0.262,0.315,24
2024-12-16,0.29133333333333333,0.249,0.329,48
2024-12-17,0.29192727272727276,0.248,0.323,55
2024-12-18,0.2875,0.257,0.305,26
2024-12-19,0.2809830508474576,0.242,0.314,59
2024-12-20,0.2834137931034483,0.23,0.335,58
2024-12-21,0.29196666666666665,0.257,0.334,90
2024-12-22,0.2756875,0.239,0.302,16
2024-12-23,0.27549999999999997,0.219,0.337,38
2024-12-24,0.2859,0.237,0.325,30
2024-12-25,0.2847368421052632,0.241,0.314,38
2024-12-26,0.27166666666666667,0.233,0.299,24
2024-12-27,0.2838,0.239,0.33,30
2024-12-28,0.2907882352941176,0.243,0.347,85
2024-12-29,0.29713333333333336,0.242,0.341,45
2024-12-30,0.28402702702702703,0.251,0.313,37
2024-12-31,0.2744814814814815,0.236,0.309,27
2025-01-01,0.28785714285714287,0.262,0.321,21
2025-01-02,0.2812142857142857,0.235,0.315,28
2025-01-03,0.2804285714285714,0.234,0.322,21
2025-01-04,0.28525,0.235,0.318,20
2025-01-05,0.28448214285714285,0.244,0.325,56
2025-01-06,0.28224242424242424,0.247,0.304,33
2025-01-07,0.27915384615384614,0.222,0.303,26
2025-01-08,0.2832777777777778,0.235,0.33,36
2025-01-09,0.2833684210526316,0.253,0.318,38
2025-01-10,0.283075,0.25,0.315,40
2025-01-11,0.29233333333333333,0.267,0.31,15
2025-01-12,0.2868181818181818,0.258,0.313,22
2025-01-13,0.2782564102564103,0.223,0.324,39
2025-01-14,0.2838181818181818,0.239,0.316,33
2025-01-15,0.28293023255813954,0.252,0.313,43
2025-01-16,0.28384375,0.248,0.306,32
2025-01-17,0.2799268292682927,0.243,0.318,41
2025-01-18,0.29333333333333333,0.25,0.318,36
2025-01-19,0.2847857142857143,0.257,0.32,14
2025-01-20,0.28363492063492063,0.248,0.322,63
2025-01-21,0.2851836734693878,0.237,0.334,49
2025-01-22,0.28664102564102567,0.247,0.32,39
2025-01-23,0.28261904761904766,0.251,0.327,21
2025-01-24,0.2855897435897436,0.236,0.32,39
2025-01-25,0.28634615384615386,0.25,0.311,26
2025-01-26,0.29516666666666663,0.27,0.337,24
2025-01-28,0.2985,0.279,0.323,10
2025-01-29,0.3153913043478261,0.294,0.333,23
2025-01-30,0.312,0.312,0.312,1
2025-01-31,0.3095967741935484,0.242,0.334,62
2025-02-01,0.28563829787234046,0.234,0.329,47
2025-02-03,0.2897727272727273,0.266,0.325,22
2025-02-04,0.28633333333333333,0.245,0.324,21
2025-02-05,0.29484375,0.246,0.333,32
2025-02-06,0.3105454545454545,0.275,0.338,11
2025-02-07,0.29460000000000003,0.263,0.329,20
2025-02-08,0.29528571428571426,0.273,0.326,35
2025-02-09,0.28555,0.251,0.31,20
2025-02-10,0.2917674418604651,0.243,0.334,43
2025-02-11,0.29057692307692307,0.255,0.34,26
2025-02-12,0.28102941176470586,0.227,0.326,34
2025-02-13,0.28778947368421054,0.256,0.314,19
2025-02-14,0.2862758620689655,0.259,0.311,29
2025-02-15,0.29209999999999997,0.259,0.318,20
2025-02-16,0.2881153846153846,0.253,0.321,26
2025-02-17,0.29243478260869565,0.262,0.322,46
2025-02-18,0.28435714285714286,0.254,0.309,28
2025-02-19,0.2845945945945946,0.246,0.32,37
2025-02-20,0.2773888888888889,0.243,0.318,36
2025-02-21,0.2863448275862069,0.255,0.328,29
2025-02-22,0.29564,0.246,0.315,25
2025-02-23,0.28905,0.237,0.32,20
2025-02-24,0.29357777777777777,0.256,0.334,45
2025-02-25,0.2838157894736842,0.239,0.312,38
2025-02-26,0.2889473684210526,0.26,0.316,38
2025-02-27,0.28553703703703703,0.244,0.329,54
2025-02-28,0.2900689655172414,0.256,0.339,29
2025-03-01,0.29300000000000004,0.272,0.326,28
2025-03-02,0.2980508474576271,0.256,0.326,59
2025-03-03,0.28769999999999996,0.242,0.326,40
2025-03-04,0.282825,0.25,0.318,40
2025-03-05,0.2863636363636364,0.252,0.313,44
2025-03-06,0.2826885245901639,0.25,0.316,61
2025-03-07,0.286,0.248,0.315,53
2025-03-08,0.3021290322580645,0.256,0.335,93
2025-03-09,0.3008620689655172,0.27,0.322,29
2025-03-10,0.28494117647058825,0.253,0.321,34
2025-03-11,0.28615999999999997,0.25,0.315,50
2025-03-12,0.3000576923076923,0.252,0.328,52
2025-03-13,0.2968867924528302,0.262,0.322,53
2025-03-14,0.28760526315789475,0.256,0.323,38
2025-03-15,0.2855384615384615,0.244,0.307,26
2025-03-16,0.29000000000000004,0.253,0.323,45
2025-03-17,0.2875666666666667,0.255,0.315,30
2025-03-18,0.2896551724137931,0.262,0.314,29
2025-03-19,0.2814878048780488,0.237,0.337,41
2025-03-20,0.2897948717948718,0.256,0.335,39
2025-03-21,0.28185365853658534,0.253,0.304,41
2025-03-22,0.2973095238095238,0.253,0.336,42
2025-03-23,0.2854909090909091,0.245,0.32,55
2025-03-24,0.2871458333333333,0.237,0.328,48
2025-03-25,0.28141935483870967,0.247,0.325,31
2025-03-26,0.2726,0.238,0.305,40
2025-03-27,0.28730107526881715,0.226,0.313,93
2025-03-28,0.28235714285714286,0.242,0.321,42
2025-03-29,0.2841923076923077,0.252,0.313,26
2025-03-30,0.2866470588235294,0.256,0.345,34
2025-03-31,0.2844375,0.242,0.341,48
2025-04-01,0.2879411764705882,0.258,0.314,34
2025-04-02,0.2877948717948718,0.244,0.312,39
2025-04-03,0.29007499999999997,0.232,0.32,40
2025-04-04,0.29213333333333336,0.246,0.329,75
2025-04-05,0.2911492537313433,0.175,0.329,134
2025-04-06,0.28137837837837837,0.246,0.318,37
2025-04-07,0.2871714285714286,0.257,0.309,35
2025-04-08,0.2855813953488372,0.252,0.32,43
2025-04-09,0.2925625,0.256,0.319,48
2025-04-10,0.2871590909090909,0.261,0.309,44
2025-04-11,0.289425,0.24,0.334,40
2025-04-12,0.278125,0.247,0.312,16
2025-04-13,0.2908421052631579,0.269,0.315,19
2025-04-14,0.28754545454545455,0.243,0.31,44
2025-04-15,0.2846764705882353,0.258,0.307,34
2025-04-16,0.2879583333333333,0.254,0.311,48
2025-04-17,0.28202,0.252,0.316,50
2025-04-18,0.2856944444444445,0.249,0.325,36
2025-04-19,0.2909583333333333,0.262,0.341,72
2025-04-20,0.28675,0.256,0.312,28
2025-04-21,0.28148275862068967,0.246,0.321,29
2025-04-22,0.28440476190476194,0.255,0.302,42
2025-04-23,0.2892,0.248,0.318,35
2025-04-24,0.2853846153846154,0.24,0.314,52
2025-04-25,0.27961538461538465,0.236,0.31,52
2025-04-26,0.2954117647058823,0.264,0.328,51
2025-04-27,0.2782391304347826,0.241,0.318,46
2025-04-28,0.28645238095238096,0.265,0.324,42
2025-04-29,0.283013698630137,0.237,0.323,73
2025-04-30,0.2878275862068965,0.26,0.322,58
2025-05-01,0.2991904761904762,0.276,0.326,21
2025-05-02,0.2931951219512195,0.251,0.324,41
2025-05-03,0.3014871794871795,0.25,0.329,117
2025-05-04,0.29939759036144575,0.258,0.326,83
2025-05-05,0.29120689655172416,0.257,0.332,29
2025-05-06,0.2855,0.226,0.318,32
2025-05-07,0.28647368421052627,0.252,0.323,38
2025-05-08,0.2799508196721311,0.244,0.313,61
2025-05-09,0.2831111111111111,0.235,0.309,36
2025-05-10,0.2925217391304348,0.255,0.32,46
2025-05-11,0.28853125,0.248,0.326,64
2025-05-12,0.2844468085106383,0.252,0.327,47
2025-05-13,0.2848958333333333,0.255,0.31,48
2025-05-14,0.28340476190476194,0.263,0.306,42
2025-05-15,0.2848333333333333,0.252,0.315,48
2025-05-16,0.2875128205128205,0.256,0.316,39
2025-05-17,0.28631249999999997,0.254,0.304,16
2025-05-18,0.29282608695652174,0.271,0.312,23
2025-05-19,0.2924090909090909,0.259,0.314,44
2025-05-20,0.289,0.251,0.318,53
2025-05-21,0.28514285714285714,0.255,0.31,35
2025-05-22,0.2881,0.251,0.316,30
2025-05-23,0.2919583333333333,0.265,0.318,48
2025-05-24,0.29086666666666666,0.222,0.316,45
2025-05-25,0.29407272727272726,0.266,0.314,55
2025-05-26,0.28305357142857146,0.252,0.318,56
2025-05-27,0.2791818181818182,0.257,0.312,33
2025-05-28,0.2816585365853659,0.248,0.33,41
2025-05-29,0.28788888888888886,0.261,0.311,36
2025-05-30,0.2823333333333333,0.239,0.329,45
2025-05-31,0.28290909090909094,0.257,0.302,11
2025-06-01,0.28925,0.233,0.313,32
2025-06-02,0.307,0.307,0.307,1
2025-06-03,0.28221621621621623,0.25,0.303,37
2025-06-04,0.28973809523809524,0.252,0.318,42
2025-06-05,0.286325,0.255,0.304,40
2025-06-06,0.28663333333333335,0.27,0.315,30
2025-06-07,0.289,0.248,0.307,12
2025-06-08,0.2925333333333333,0.276,0.308,15
2025-06-09,0.2901176470588235,0.255,0.318,34
2025-06-10,0.27548,0.244,0.318,50
2025-06-11,0.28454054054054057,0.256,0.315,37
2025-06-12,0.28353125,0.255,0.316,32
2025-06-13,0.2853770491803279,0.244,0.32,61
2025-06-14,0.2936111111111111,0.27,0.33,18
2025-06-15,0.2941739130434783,0.247,0.318,46
2025-06-16,0.29103030303030303,0.231,0.314,33
2025-06-17,0.2901836734693877,0.259,0.32,49
2025-06-18,0.2882325581395349,0.254,0.321,43
2025-06-19,0.29078125,0.256,0.314,32
2025-06-20,0.2872727272727273,0.233,0.32,33
2025-06-21,0.30147999999999997,0.286,0.317,25
2025-06-22,0.2957608695652174,0.266,0.323,46
2025-06-23,0.28860526315789475,0.258,0.321,38
2025-06-24,0.2859787234042553,0.248,0.307,47
2025-06-25,0.2871891891891892,0.257,0.325,37
2025-06-26,0.2913513513513513,0.265,0.316,37
2025-06-27,0.2907272727272727,0.27,0.319,33
2025-06-28,0.2860754716981132,0.239,0.311,53
2025-06-29,0.29630434782608694,0.271,0.326,23
2025-06-30,0.2897560975609756,0.248,0.312,41
2025-07-01,0.28524074074074074,0.263,0.311,54
2025-07-02,0.28342105263157896,0.25,0.314,38
2025-07-03,0.2842926829268293,0.243,0.313,41
2025-07-04,0.2923,0.273,0.31,20
2025-07-05,0.2974193548387096,0.272,0.313,31
2025-07-06,0.29764285714285715,0.234,0.321,28
